category,product_name,product_url,price,old_price,discount,reviews,rating
rc_drones,Racerstar BA2216 880KV/1100KV/1250KV/1400KV/1800KV 2-4S Brushless Motor For Fixed Wing Airplane FPV Racing Drone,https://www.banggood.com/Racerstar-BA2216-880KV-or-1100KV-or-1250KV-or-1400KV-or-1800KV-2-4S-Brushless-Motor-For-Fixed-Wing-RC-Airplane-FPV-Racing-Drone-p-1798968.html?cur_warehouse=CN&ID=499386309317&rmmds=search,£10.06,£17.64,43% Off,122 reviews,4.84
rc_drones,6 Pairs Gemfan 51366 MCK V3 5 Inch Tri-blade PC Props Propeller for 2306 2207 Motor DIY FPV Racing Drone,https://www.banggood.com/6-Pairs-Gemfan-51366-MCK-V3-5-Inch-Tri-blade-PC-Props-Propeller-for-2306-2207-Motor-DIY-RC-FPV-Racing-Drone-p-2004773.html?cur_warehouse=CN&ID=62878376324484&rmmds=search,£9.28,,,12 reviews,4.92
rc_drones,iFlight Soft LED Strip Colorful for Defender25 HD Drone FPV Racing,https://www.banggood.com/IFlight-Soft-LED-Strip-Colorful-for-Defender25-HD-RC-Drone-FPV-Racing-p-1986649.html?cur_warehouse=CN&ID=6287837&rmmds=search,£5.80,,,3 reviews,4.67
rc_drones,DarwinFPV BabyApe II Spare Part 4 PCS 12V LED Strip Light for 3.5 Inch Drone FPV Racing,https://www.banggood.com/DarwinFPV-BabyApe-II-Spare-Part-4-PCS-12V-LED-Strip-Light-for-3_5-Inch-RC-Drone-FPV-Racing-p-1990371.html?cur_warehouse=CN&ID=6291971&rmmds=search,£5.81,,,4 reviews,5.00
rc_drones,DarwinFPV BabyApe II Spare Part 2 PCS Side Plates for Drone FPV Racing,https://www.banggood.com/DarwinFPV-BabyApe-II-Spare-Part-2-PCS-Side-Plates-for-RC-Drone-FPV-Racing-p-1990381.html?cur_warehouse=CN&ID=6291980&rmmds=search,£5.47,,,7 reviews,4.86
rc_drones,Foxeer M10Q 250 V2 IST8310 Compass GPS M10 Chip Built-in Cimatic Antenna for Drone FPV Racing,https://www.banggood.com/Foxeer-M10Q-250-V2-IST8310-Compass-GPS-M10-Chip-Built-in-Cimatic-Antenna-for-RC-Drone-FPV-Racing-p-1986095.html?cur_warehouse=CN&rmmds=search,£23.22,£35.60,35% Off,7 reviews,5.00
rc_drones,SpeedyBee 2006 1950KV 6S Brushless Motor 1.5mm Shaft for Bee35 3.5 Inch FPV Racing Drone,https://www.banggood.com/SpeedyBee-2006-1950KV-6S-Brushless-Motor-1_5mm-Shaft-for-Bee35-3_5-Inch-RC-FPV-Racing-Drone-p-2001098.html?cur_warehouse=CN&ID=5316386291970&rmmds=search,£17.46,,,4 reviews,5.00
rc_drones,HSKRC MAK4 7 Inch 295mm Carbon Fiber Frame Kit 5mm Arm Thickness for DIY Long Range FPV Racing Drone,https://www.banggood.com/HSKRC-MAK4-7-Inch-295mm-Carbon-Fiber-Frame-Kit-5mm-Arm-Thickness-for-DIY-Long-Range-RC-FPV-Racing-Drone-p-2000842.html?cur_warehouse=CN&ID=6287836&rmmds=search,£21.67,,,4 reviews,5.00
rc_drones,20x20mm HAKRC F7220V2 Mini F7 Flight Controller Dual Gyro 5V 10V BEC Output Built-in LED Light Current Sensor for Drone FPV Racing,https://www.banggood.com/20x20mm-HAKRC-F7220V2-Mini-F7-Flight-Controller-Dual-Gyro-5V-10V-BEC-Output-Built-in-LED-Light-Current-Sensor-for-RC-Drone-FPV-Racing-p-1991576.html?cur_warehouse=CN&rmmds=search,£30.96,,,5 reviews,5.00
rc_drones,Happymodel Bassline Spare Part Flight controller mount Hardware Set M2x16 M2x22 Screws Rubber Damping Ball for Drone FPV Racing,https://www.banggood.com/Happymodel-Bassline-Spare-Part-Flight-controller-mount-Hardware-Set-M2x16-M2x22-Screws-Rubber-Damping-Ball-for-RC-Drone-FPV-Racing-p-1980338.html?cur_warehouse=CN&ID=6316592&rmmds=search,£6.19,,,2 reviews,5.00
